,Obraz,MAR,Obecne_ziewniecie,Roll,Pitch,EAR,Obecna_sennosc
0,0018_jpg.rf.d83264fbf8b1eaee9efd65ad7a23de56.jpg,0.19478646234108016,False,-1.2324487309281764,-1.1685973821825755,0.23651176792355832,Drowsy
0,0019_jpg.rf.3db372a33862931962041762b8760957.jpg,0.17961827839573008,False,-0.9689626473425221,-3.976376661315932,0.1475873352373419,Drowsy
1,0019_jpg.rf.b17aab48d3bc953abf43fcc0510f62d5.jpg,0.18934160357919952,False,-1.5156315481191243,-3.9723454429383906,0.13957659904445108,Drowsy
2,0019_jpg.rf.ee9da3f1cc742e1949fb2fbf137b6483.jpg,0.18476287057094173,False,3.3885334105692877,-5.148192423906458,0.14392596506021815,Drowsy
3,001_glasses_nonsleepyCombination_0_notdrowsy_jpg.rf.997a72410e66895db86469c670d8ba6b.jpg,0.20874180038688978,False,-9.910179155182547,-3.8720601706542297,0.2342995713092556,Not_drowsy
4,001_glasses_nonsleepyCombination_0_notdrowsy_jpg.rf.9ddc96dcf8ae9297d75ac5480edcf056.jpg,0.16607437323980812,False,-8.463497010809306,0.9565490355813608,0.31095957778229905,Not_drowsy
5,001_glasses_nonsleepyCombination_100_notdrowsy_jpg.rf.2bb4209c1d41539e746bca774d4f4aa3.jpg,0.1972264588386205,False,-2.381979980522509,0.09178888510305683,0.2926032521188925,Not_drowsy
6,001_glasses_nonsleepyCombination_101_notdrowsy_jpg.rf.43f21de5d6e66bec394c5482e4d669d3.jpg,0.25007016667502396,False,2.161608880132249,2.330879580859147,0.30732524413835116,Not_drowsy
7,001_glasses_nonsleepyCombination_101_notdrowsy_jpg.rf.6f4afe473204079e2d006cdc6956ed12.jpg,0.2594868319415906,False,-3.1150349910170263,2.5494930542811076,0.31449284310236714,Not_drowsy
8,001_glasses_nonsleepyCombination_102_notdrowsy_jpg.rf.3072d4ad01a2fd3b097d3445628f82c5.jpg,0.24337855339736156,False,-2.7317676185054722,3.5312409920619388,0.32841605838044957,Not_drowsy
9,001_glasses_nonsleepyCombination_102_notdrowsy_jpg.rf.3a51da167f9104d98a3119a77735369b.jpg,0.2478368278352255,False,1.8852347369224347,1.4502303454051884,0.309817534281725,Not_drowsy
10,001_glasses_nonsleepyCombination_103_notdrowsy_jpg.rf.e6fd124ddc2319755a846255e7912c4c.jpg,0.2492298545746436,False,-3.397876626965491,3.049933966054269,0.3123434106545139,Not_drowsy
11,001_glasses_nonsleepyCombination_104_notdrowsy_jpg.rf.3cbaa56cd62802f58805c3508b28a1be.jpg,0.2501892144298194,False,-2.3344968245594373,3.7834123984771963,0.321144675369088,Not_drowsy
